Code,price17424
9904,14689154
9905,11845462
10425,588731
11470,710893
4501,238052
9929,6853597
2626,6134641
8453,323866
10733,1317234
10735,3227910
10737,4004651
10739,5034034
10352,18998515
10353,18998515
7087,2116552
7088,2150148
8053,166423476
9458,166423476
10653,1462608
10652,15070636
2634,353431
8675,4509935
10863,4078562
9800,740457
9802,518723
6624,704173
6625,1029383
6626,2085912
6860,1466132
6861,2198526
8288,411216
8287,858715
9382,1316966
6283,215015
6995,679984
2638,506629
2639,368213
4165,176024
4773,165727
4772,166708
11502,362837
5241,405840
8748,477384
4429,712876
9927,579772
9907,546944
9716,8894941
9717,16987556
9718,33980645
516,3586850
4502,207336
4503,119026
4504,163821
10869,575165
1028,2411838
5844,4542188
8948,8585913
5843,4542188
5842,4542188
3267,4863366
9604,4055430
8989,4055430
5879,467657
6113,598010
11409,3514148
9597,33860031
9598,33860031
1037,701486
1039,701486
1038,701486
554,3407985
11376,466313
11520,862440
11051,147823
4431,215015
7427,139760
9729,1091712
2645,260705
4505,238052
5027,134384
4508,422351
3950,362837
3593,659827
11610,1478227
9893,149393
9894,163184
11532,682013
9749,682013
6847,1523022
6848,1740596
771,1064323
772,1463444
7333,564414
7338,564414
8512,597690
8513,597690
8514,624567
8520,4042720
8521,4042720
8522,4042720
10663,4042729
10664,4042729
10665,4042729
7417,154542
10040,180075
11486,161261
11487,231141
11488,550975
11419,857372
4600,90869
8081,174060
9771,4487636
10165,7408556
11586,4487636
11587,7408556
3268,546944
10062,856072
10065,7474948
10063,7099139
10064,13001870
9764,10320127
6976,530818
10951,26083945
10952,26083945
10956,36046335
10957,31085276
10958,16360672
11264,1047018
11265,29473181
10596,2982799
10597,8948378
10033,3738766
10034,980474
9703,378964
9704,616824
9886,5697146
6254,8922845
6776,10840366
6958,8557621
9031,6853730
9032,11100643
6723,5794649
10299,10865805
10300,10462270
10301,10462270
10302,10865805
11546,10462270
11547,10462270
11548,10865805
11549,10865805
10094,138416
7651,451531
8018,12299971
3348,6145432
5090,3791428
7506,1416410
10766,1670844
10767,1670844
10585,1242606
10004,462282
10005,681328
8316,2533143
8317,2533143
8318,2533143
10758,2533143
11526,2533143
4306,424910
2451,408528
4602,170220
4603,222694
5416,1411035
5417,1693242
9064,4484594
9065,4452598
5394,4230416
34,3014239
8456,665886
8457,9741949
11206,190826
3938,647732
3188,573821
10277,970254
10317,6026817
10318,1225245
2019,1440378
2025,752552
8496,752552
10313,2578834
6073,4677312
10115,5258635
8181,4199508
9162,5386121
9163,5825557
9164,5825557
6797,4357075
6798,3619284
6800,6318408
6799,5602388
8587,565758
6939,6533762
8374,303708
6120,630262
10586,564414
10587,564414
10588,597690
10589,597690
10590,624567
9070,470345
9071,470345
6238,2326878
5193,5239642
10654,5239642
7554,6095670
1732,5239642
6906,2085644
6907,861403
6463,2297971
6464,6111796
10216,7320947
10217,908694
11503,311771
4605,138224
5671,1583046
5285,371341
5286,1053993
4075,1826282
9189,188772
9190,174553
9892,167780
9895,170630
9896,166708
4607,153582
7204,149167
7205,559038
10693,1323685
10694,1323685
10514,784548
10515,470985
5210,1745203
9505,251299
10266,9978814
9170,1090731
9169,14339031
7999,2611633
8000,5153533
8001,5153533
5770,3093525
5771,3237317
11236,3237317
11237,3093525
7991,4777360
7992,4777360
7993,4777360
7871,1884067
8203,3081700
8204,3081700
6161,1614088
6162,9718840
10624,567102
8339,3542369
8489,3542369
11047,3542369
11048,3542369
8701,6158786
5180,322522
9860,306396
9649,2253624
9650,2460576
9651,4628588
9648,1389533
7525,849308
7177,956816
7526,1327716
7195,786148
7196,1550794
10480,517379
8034,2655567
8035,2370538
7246,225766
8463,675953
7176,838558
8464,2319472
5927,326554
5929,506629
5930,593978
6437,663858
6669,270112
6668,271456
8644,514692
8384,1628200
8385,4039591
8382,665202
8383,1331748
8386,2197720
8387,6760872
1475,260705
5094,278175
7025,924564
1478,245923
5061,250904
5057,250904
5060,250904
7753,2223284
7754,3557240
8067,7632790
10044,1300809
10045,5659423
7670,2666184
6602,477384
6603,659123
8805,3519120
8806,1194904
9634,9170015
8561,2933608
8562,5345499
10535,3067615
10536,6131992
10537,11550633
11045,575165
10677,1583534
8641,1534668
6768,649076
8508,399121
11354,435405
10260,106164
9496,599354
8672,1248430
1735,106164
1736,106164
9216,329241
8314,1670396
6192,3950658
9215,397777
8239,3965206
11428,314843
6473,1407835
6632,865234
6631,11919431
9993,3465774
9578,1428505
9579,1329060
9581,575165
9582,1698617
9580,1173175
790,287582
792,245923
793,338648
806,278175
5331,686704
2045,546944
10641,2598096
10642,2598096
10783,2598096
10784,2598096
8993,4059748
8994,3979118
9851,442124
7897,385683
9494,537537
8499,1813283
9546,2765628
9852,3711021
7612,263393
9901,2954707
7257,584571
9940,463626
11465,646388
5329,671921
10847,614136
10848,8284105
10849,3156820
4166,147095
4167,218681
4169,234862
9376,268908
9377,239275
4774,180437
4775,166708
4776,158587
2714,382995
7091,646388
7637,1527949
4509,148463
8991,555615
9397,833422
5942,2591439
6527,913482
6528,1368604
6526,341746
7155,245923
7156,350743
4714,453067
4715,725675
856,813025
10122,616824
10202,506629
10039,7891235
10074,7891235
10018,6561333
8764,604729
8765,1140922
8766,1140922
9810,1171831
10538,595322
10539,1233647
5826,1068288
5827,1484946
7689,1482258
7508,215015
8559,237860
7507,307740
6926,252642
1728,251299
5134,952784
2124,3969711
5264,5957254
10877,1454038
10878,120946
6784,733354
6785,725675
6786,651444
6787,651444
6891,3858748
6892,6911190
7617,733354
7618,433869
10075,508100
10928,508100
10929,733354
10930,6911190
10931,733354
10932,725675
11034,403153
6389,1247086
6895,1761778
11555,62230245
11556,62230245
11557,67887540
7268,1339072
5270,752552
5271,1006538
8777,1269931
10276,11413351
11052,1130261
11053,1185046
11054,1250020
11055,1258382
10997,912967
10998,912967
10999,912967
11000,912967
11260,1468109
11261,1206795
11262,1265292
10038,494534
10182,3390783
10183,1185046
10184,1258382
10185,1250020
8719,2833925
8720,2833925
4433,1163768
6887,1336163
9854,503941
9855,1975448
4311,1021320
4312,1679803
6285,391634
6286,1039238
7694,2402790
11019,2402790
11013,2060111
8050,2402790
5161,981645
5970,979085
5971,783268
6318,11090138
8732,11090138
6319,9108032
8731,9108032
7372,2872060
3979,4825738
8089,3086941
8112,3086941
9822,1780591
8481,1350562
8482,2651401
8483,3191626
8809,1350562
8810,2651401
8811,3191626
11158,1336163
11559,401809
11426,1451350
11427,2212861
10148,1285609
10790,1663805
7350,1087873
6919,1663805
9519,1869733
9520,2911659
2708,2660808
6772,2089675
11534,602041
7401,1632769
5694,27147388
11568,56572950
7216,1834345
4434,849820
2520,682672
10792,447948
5831,1601860
10609,299677
10610,413903
10648,435405
10649,142447
9454,237860
8410,435405
10725,1265292
10726,1334658
10727,1468109
8661,1995158
8662,1995158
8663,1995158
9622,1787950
9623,1787950
2735,3398578
9880,100788
4608,231653
2739,349399
6216,607417
9412,3308540
6215,1411035
11369,29256656
8859,7379983
11618,7048254
7698,1729525
8036,474376
9545,3926708
10547,1077725
10580,1041429
11191,2486109
9609,575933
9610,639925
10635,2701123
10636,2701123
5587,1323685
5588,2236154
5863,2412197
1193,646388
3563,1249774
3564,967567
6188,1491665
8312,1975448
8313,2680966
3413,1682522
2610,1839404
7406,192169
6562,1968714
7068,639960
6100,1558857
6101,1835305
2904,1189301
11475,447948
1725,223078
3903,1076418
8931,221734
8932,215015
8996,201576
8933,177387
9436,767334
9939,6138673
4313,707781
4316,756641
4317,794334
4319,848778
9051,1230496
9052,953025
11518,442124
8403,498566
10061,768678
5691,131697
1491,247267
4435,325082
4436,485063
10035,6621291
10036,2207103
803,247267
804,215015
6354,1206771
6355,1114045
6356,1253805
4745,395474
5244,395474
6817,1044358
6818,1044358
7226,1044358
7227,1044358
4645,395474
5475,395474
10943,439436
10944,439436
9286,470345
9287,470345
10945,439436
10946,439436
7174,635638
7173,642357
4174,179456
4778,165727
4777,166708
5363,1038790
8887,1150329
5695,388370
7311,1131515
7314,1131515
11255,1357281
11256,1357281
11257,1357281
11258,1357281
11259,2826101
8156,408528
1752,886936
1757,1206771
1758,1085825
1759,467657
11204,278175
5376,298333
1858,362837
11399,309724
9426,747176
9221,851100
11157,1063555
2974,141103
3962,423310
8343,716716
8342,831903
9128,12446972
7613,360150
9588,234862
9897,218681
10856,792867
5209,51255093
4516,867738
7793,463050
10925,4146714
6243,802274
6991,850652
6992,850652
10831,1888099
6187,740457
11437,740457
8822,667890
11195,5847059
11196,5847059
11197,5847059
3717,757927
7243,485127
8570,397777
10371,4331050
10372,4331050
6008,598010
11213,1270379
11214,3290622
11215,2064142
3345,166636
10207,438093
10810,22183393
10809,2303548
5043,146479
5573,80211932
5574,35722424
9394,1179770
1494,1597829
7194,724907
1682,349399
3591,700142
3590,1307559
8438,365525
11396,365525
4175,897510
4176,5040303
8758,756160
7879,1131515
11397,1131515
7614,1403867
9155,589947
9156,649076
9154,854684
10900,1431192
4177,406810
4179,579064
4187,329815
4189,494147
9587,613662
4780,317725
4781,299093
10936,374633
11150,613662
4782,375092
4783,354499
11375,60848734
11377,9838676
2905,319835
9857,1173175
6059,787492
6143,1126140
9538,3066779
9539,14965405
9540,22449959
10977,3066779
9222,654003
9923,439436
7589,895895
4438,225254
9240,159917
1211,342680
11234,342680
1210,380307
11235,380307
6963,581884
10630,2038141
10631,2038141
10629,6302409
8455,537537
1499,1006538
3896,357462
3897,374932
6336,314459
5201,438093
5202,307740
6912,15482229
4439,235492
4440,355798
7645,1652926
8743,954128
4442,415951
8844,417231
9495,418511
11472,503941
8710,386515
8397,474824
4517,909973
4519,958608
6351,338648
6457,245923
6988,435405
11609,908438
9360,275488
9361,388370
5888,1767440
9341,1130108
9759,2147588
9473,1940253
9758,3687248
9144,536071
7818,582139
7819,332252
10985,19808998
10986,9530364
9201,600250
9284,1404315
9285,1342499
8796,2444450
8797,2444450
8419,849820
8420,1593413
6584,6144048
11581,3527587
9269,1045509
9270,2005013
5612,16864077
7178,13907829
7179,27815659
11066,4859334
6762,233829
4523,145903
4524,89590
4525,296925
4532,119026
9356,41777992
9357,24771315
9134,1327716
10097,5133155
10187,26272722
10189,14194770
6542,12764391
6997,16843941
7198,7624551
9625,907094
11372,7634958
7923,417935
7779,417935
8459,3407985
2217,1191757
9230,639669
6027,335321
6834,419791
9530,239332
9531,534977
5624,349399
3058,481096
9011,266081
9012,244579
9115,198889
4642,355798
10321,668082
6206,1842408
5498,562595
6904,1259207
5497,241511
4610,165101
2855,467657
9884,5784922
9885,2143749
9605,255330
10800,2941671
8063,1553482
8064,1968729
8065,2134022
8066,2582865
7713,421071
9087,3026845
5833,142447
11159,467666
1685,130353
1686,389714
4345,391634
958,162605
4611,6540034
6713,131825
1191,107507
2661,1866597
8402,1624706
11122,3432174
11123,4333444
10027,1720335
9973,5399559
8745,2015764
2265,760615
2308,998475
2326,1101951
11035,362198
4646,427470
4648,229093
6868,104820
141,145135
5792,1261868
10474,1917663
5979,1648895
10106,1877348
8863,529474
8864,561726
570,618168
3909,826463
6850,697454
8529,28486446
7430,12925702
7431,15504977
7432,10336476
8589,673201
6712,474824
6914,2484765
6915,4970873
11404,1407003
5163,266209
6096,3675409
6402,2839539
3733,8117591
10016,6449100
7021,1028040
10031,1270956
10032,1455261
5208,11281369
8556,1138235
10394,1855846
10395,1546763
3952,11064120
2029,752552
8088,752552
9370,182720
9371,205933
9710,182720
9713,207894
4811,119026
7644,4087969
10164,12924401
6118,409872
6119,409872
7706,212327
9007,5361932
5056,147823
4321,915093
4267,745473
9656,1638144
6374,317403
7626,274144
8373,344024
9462,274144
9463,774053
9464,344024
11229,501253
3715,232485
3714,291614
9797,1187957
3045,658483
3055,658483
8761,1105982
7770,1105646
7771,1105646
7772,1060973
5916,571133
2280,626231
11153,1050885
3969,798242
3970,865435
1689,221734
10461,396434
9875,377620
6293,802274
7668,205608
9645,853340
9646,624887
1855,349399
8412,162605
1854,298333
9367,287582
3881,3717068
5044,998475
9829,464970
7267,6787349
8744,219046
7868,5316241
3632,972942
3633,2289908
3634,3838973
3635,5624265
7393,749864
9739,380307
9391,345368
4649,308444
4650,298205
4651,243172
5859,293086
11451,440268
3491,98101
10296,413903
11227,201576
7677,679984
10647,528130
9039,430030
4652,177899
7602,593850
4653,267489
10520,1613528
10519,7166890
10116,5496226
4612,166381
4613,485063
11310,361494
6687,210983
3902,959504
4067,284895
5683,839902
3054,430030
10518,7526652
10226,13247916
8566,2331567
8281,865861
4324,934291
4325,255970
4326,793507
6978,296989
6400,850652
6337,272800
6979,518723
11032,370901
6441,432717
11594,614328
5047,1180692
5811,1371615
3074,166636
8742,976973
9823,278175
10153,518339
1781,1003850
11400,1003850
9600,529474
4446,1023880
9491,2554581
9928,802466
4447,258530
9761,1007882
11455,1007882
2803,653601
2805,4048997
2813,6072824
9330,826783
4262,422351
3686,694767
6338,716268
6339,716268
10973,529474
5717,4421242
9919,151022
2289,286238
5343,1970969
9181,407184
9691,494534
8578,2461175
8691,469001
9411,188138
7339,5921678
7857,513348
7858,1955291
7966,933724
9245,2909300
7965,5250393
9450,4427961
9451,7292823
9452,9427593
9453,12394936
6879,754856
6880,335577
7732,321754
11491,364181
11492,550975
4448,386515
9220,257250
6645,13011437
7956,8904323
7957,25175058
6569,1290089
6570,1107326
7597,302365
7666,262049
49,931283
531,1569608
1097,2553301
10778,476104
5319,1319246
1510,1005194
1511,1138235
6181,1721462
11070,1721462
11217,1005194
11218,1138235
11461,5254424
7840,275168
10835,2590710
9023,822432
9024,431373
11388,431373
11389,822432
10205,3425713
6681,1007882
6682,1384158
7167,388370
10773,16007594
9489,2139397
11243,4483059
2688,581884
9172,7358577
9173,7358577
9174,7358577
10756,56251616
6599,629315
11494,972942
9921,1057489
8421,6793970
11493,17110745
10198,305884
1137,235172
10114,1279338
5213,1896162
11513,1896162
2871,2000981
2014,7582922
2015,14532052
8573,412560
6938,1184117
3755,477064
3754,827807
8526,798242
7710,229797
7711,474376
7712,599354
4327,574653
10221,282207
7455,278175
7980,38636355
2016,4264012
8085,4264012
8111,4264012
2010,666546
2036,475720
2038,571133
7190,1566181
2017,3123090
8087,3123090
8113,3123090
5539,1689135
5540,922866
5541,4222855
9817,1326221
10336,3234181
10337,6075448
10435,1075074
7521,1105021
10645,7206663
2731,448843
9322,831119
6241,2095050
6242,1800749
8408,403153
6533,3655780
3597,282597
3598,282597
8826,3483240
2936,1052229
8558,726224
3444,868122
9890,3682411
9891,3682411
9549,8980617
3274,1141209
3272,8154792
3273,15721360
7318,15721360
3279,4425571
3280,11057052
3281,15640710
6539,13114263
7193,5984468
8241,439436
9987,953354
9988,880019
9455,448843
8225,642357
8524,3823569
8525,1829456
3594,602041
4450,601530
4451,317403
3382,256674
11436,256674
11401,80027615
11519,80027615
5548,3941938
5549,902294
7680,665522
8830,670577
8831,822432
9541,822432
7363,2329327
7362,1316966
9638,268769
7594,334617
7595,503941
7664,248611
7665,326554
3351,4043622
3353,5709046
7129,4101878
7130,5456471
7126,5630028
7125,5495980
7127,4101878
9515,2598096
9516,1466580
11246,526786
11247,667890
11248,721643
11249,679984
11250,772709
11514,628918
11515,628918
11516,653107
11517,653107
11390,1067011
11391,1067011
11392,1067011
11393,1067011
11394,1037446
9794,920532
9795,888280
9796,710893
9964,981005
9965,981005
9966,946065
9967,946065
9677,524099
9407,1116249
9408,1116249
1811,655795
8507,18087352
4452,213735
6025,499142
6026,712876
10147,890776
8858,454219
8671,593850
11109,15757784
8425,471689
11328,3839550
7012,550336
9342,317403
5468,866778
3560,1252461
3561,2335598
8839,2797880
8840,2335598
8841,1252461
11307,3670034
3851,2797880
5185,26295485
7032,45388478
5891,2284532
10583,2833661
10827,2241529
9013,1280682
9090,1307559
8958,4598549
8959,2748375
8689,1236335
8690,2396071
8100,1919007
8962,978317
5312,4345987
5644,2964517
7850,197545
7851,387027
9611,895895
1068,2220685
6260,943377
11208,4219665
11209,3735882
11210,1138235
11211,2218684
11212,1343843
11582,942034
8571,1987543
8572,3836670
6883,1537356
6968,2129990
11300,1023880
8331,2327863
8332,1017424
8898,3296991
3525,266081
3963,143791
10220,208296
10008,1976792
6237,383955
8329,199657
7922,497862
9196,639925
9419,746153
10252,255970
5381,170668
8783,329241
10659,618168
5171,522179
5173,949649
5267,1091712
5268,966287
5269,1405275
5122,209895
5123,207336
5124,351959
5125,357078
5126,771750
5253,2404838
2909,776741
2910,830495
8446,2383977
11039,2383977
2938,233829
8399,329241
7262,783460
9241,1174518
10174,1170487
10175,920532
9555,579064
2924,223078
9146,466270
9147,637980
1872,765990
10866,16963499
4453,950929
5791,511940
4658,435149
9000,34751325
9001,49829454
10540,49829454
10541,34751325
168,236516
6754,163949
7947,2213913
11322,1007882
10893,675953
10067,241892
10068,260705
10069,260705
10651,181419
10203,563070
10894,563070
10123,387027
10975,4145754
1523,233829
1525,241892
5071,395090
7303,954128
7847,747176
11522,3405297
5837,3450988
5838,8200848
8487,3440237
8488,7841801
6383,6728802
6384,4135003
10953,2957797
10954,6199145
6325,2957797
10660,2957797
10661,5915595
1857,362837
7483,2759984
7484,5833217
10924,1549002
10923,1549002
7941,1991575
7942,4962723
7943,3988525
8107,1584390
2937,525442
8577,525442
10041,9759321
10042,9759321
10043,9759321
6993,1323620
11439,1323620
6583,12185492
7715,3175500
7716,9253273
7717,26597418
6652,830198
6650,5531020
6651,20924535
10960,3514148
10959,6537699
4614,190698
4535,95989
4536,85750
11272,2829910
11273,2325507
11271,2829910
9948,159917
9941,438093
9945,137072
9947,361494
9946,210983
8653,342680
10270,284895
7415,524099
11595,278175
9942,448843
9943,252642
8655,291614
10438,604729
8654,315803
7552,436749
10655,16521761
10656,7071670
10657,3563870
7624,1158392
1527,180075
11592,342680
3596,327898
6571,294302
8125,470345
11130,2005013
6149,440780
6150,837214
6151,771366
6152,1381470
8868,260705
10037,2265718
7197,503941
5179,1381470
7232,739113
7286,428686
7287,2015764
11452,147883080
11453,147883080
11454,147883080
4537,1873700
4617,66552
10197,3161230
4616,85750
8092,129009
8372,9350840
5905,9633134
5768,8675675
5769,1959322
6636,2215996
9369,5542006
10858,636981
11240,190826
11241,190826
4454,202216
11571,814369
4455,85750
6623,334617
8246,1443287
1869,779429
11049,779429
11341,188138
11342,358358
11343,438989
11344,494022
6538,894999
8059,319835
9662,873498
7367,2447137
7368,8500054
7369,7432116
5223,1016841
2350,563070
10001,5718050
10002,4343299
4456,200936
5295,388370
5666,416591
7422,499909
6695,4749635
6257,808993
11462,2977164
11463,2584398
8052,611448
9444,892543
10989,844930
10990,12185492
11570,765034
10995,677243
11009,10554169
11263,736848
11222,13180407
11223,48932207
11224,80027615
11007,774625
6999,322522
7669,2412197
4618,80631
8640,2858353
1260,4153817
6253,2900012
6890,4945340
10808,7826190
9191,8550789
10498,2558676
10748,8797113
11495,1478227
794,252642
6470,8624940
4331,255970
7131,7049529
7132,5288558
4192,490807
4191,498744
7629,3609433
2815,1580359
4457,624567
11395,267425
9205,862747
1877,417935
11233,417935
9315,1447876
11026,11464796
7787,10282281
8906,5955910
11169,5348082
11170,9700693
9110,940690
5049,1189301
7596,846621
4619,207336
9575,207336
3356,740457
6459,743145
10160,14531255
9571,980365
5302,1053317
5345,2111753
6138,960847
6475,8898128
6288,959504
8706,897687
11579,11110952
4620,113907
10422,1087873
11002,5891688
11003,5891688
11014,5891688
11106,614328
11107,795555
11108,795555
4661,207336
4662,354518
4458,353239
9745,1265772
10357,802466
1167,1382814
3604,3641813
7820,1112702
10870,1350562
7485,2687685
9002,67965611
9003,78972444
10723,67965611
10724,78972444
5537,697454
5538,997131
6164,697454
7514,5229512
7515,3744073
7516,4121077
7517,3261506
7518,4705771
8842,1294961
8843,1294961
9499,976973
9500,642357
10373,1615915
1531,592635
6324,869466
6327,1071042
6099,1136891
6858,2596304
8628,1150329
6003,731050
8388,770022
8389,1776560
8390,2534487
8515,814369
8516,1890786
8517,5349837
7163,674609
8785,806306
5522,288926
5523,1276650
5524,931283
5802,823775
8873,564414
8874,564414
5368,650420
10886,3386483
8848,2409510
11405,172012
9004,1206771
9607,231141
3711,407184
6169,646388
4621,284127
8222,219046
7500,1081793
7969,1064323
4196,5688441
4197,789487
4198,3023493
4199,2822386
4200,663077
8546,1411035
7798,2103798
8584,1150329
9801,1150329
5314,6954385
5315,3659283
5316,7342257
5317,3695567
6523,4772467
7223,767910
7609,921492
7224,972686
7225,895895
11386,440780
11387,1733557
7394,1773872
7395,3553120
4831,230373
7510,1264556
9005,526786
9006,526786
8853,4585216
573,464970
3376,53253249
369,240548
11435,240548
6028,890776
10752,890776
4664,386515
4666,346839
4667,174060
4668,712876
4459,176619
4460,386515
4461,346839
4462,742313
7041,1018633
11173,417231
8882,2280501
8883,364181
7928,995787
7929,697454
9615,1023880
9614,998283
9612,700078
9613,793507
9663,610059
9664,1118210
8017,312283
8767,460746
8768,345560
8769,678321
11504,557695
11505,770022
11506,557695
11507,770022
5616,452875
8118,575933
8119,639925
10310,6863004
11308,7415107
10268,7883285
10303,15766570
10640,10479331
5784,881561
5785,718956
7743,1057604
7291,1957979
7292,1957979
9479,223974
9478,222694
10026,370901
3059,224422
3951,1142266
9184,689904
9186,1247181
9185,22713713
9624,801186
8609,1148985
4874,126705
4875,159981
164,665202
5385,1890786
5386,1890786
7826,473545
7827,1689402
11155,473545
11156,1689402
10248,399121
11031,2648714
6252,302365
2581,321178
3086,469001
1542,150510
3433,208296
3435,182763
3747,302365
1543,286238
968,368213
969,411216
5986,542912
6738,542912
8196,2284239
9805,2284239
8194,4135463
9806,4135463
8195,1548668
9807,1548668
8269,193513
6204,221734
8921,21603638
10592,1503312
10619,637365
10981,2126343
10983,883480
9299,5570227
8272,270112
4622,194537
11110,8003607
4463,204776
55,283551
7183,5838685
11577,2605711
11578,1593797
10108,847965
6536,706861
8093,12146465
5639,846621
5158,3597914
253,294302
7940,237860
8952,479752
9358,353431
8847,353431
9183,671921
5087,761511
8544,360150
9437,682672
449,8302374
966,8216459
5195,223078
9017,2127303
8270,391058
3940,731050
7920,542912
7919,841245
4464,374996
10919,1771184
5275,907094
8469,767910
8470,921492
8471,972686
8468,895895
4623,152302
5121,2015764
11033,20481044
4540,177899
4541,148463
6048,896537
7622,706861
9264,649076
8908,24121923
8909,12929605
10507,24121923
10508,12929605
6962,830495
7852,1091049
9700,6275744
5724,240548
4624,147183
11077,1759090
11078,2612430
11079,1010570
10686,1947228
8242,899031
8243,1569608
8244,1999436
8245,1629947
11403,912469
3757,212327
3758,212327
5081,282847
5082,639925
11059,8455824
11058,1552138
8760,575165
8759,287582
9289,3711565
9114,1425817
3483,216359
7775,484418
7776,771997
10139,1358625
10140,1358625
10141,1358625
10142,1358625
7171,896343
7172,623543
8103,3985837
8104,3985837
8105,3985837
9983,613810
7909,296989
1497,287582
9767,5214109
5583,890776
6557,1822506
9224,362837
6439,282847
7734,639925
6746,387027
10082,747176
1859,727019
11498,1252461
10330,2036369
10331,3532514
10840,6394003
10841,6394003
10842,6394003
10843,6394003
3426,1263185
3447,774970
6335,1186614
6468,1263185
10088,1863477
9762,800628
9763,12049005
10921,853340
8911,575319
8910,8140612
9120,2553301
1551,262049
10284,1312563
10285,2832997
10286,5665526
8106,1134203
7152,296989
6443,1581703
6940,1119869
6941,844701
6942,1119869
10010,139504
7907,3928052
7908,3928052
3047,1486290
6320,196201
4028,12565953
11205,537537
10225,1119421
11408,2182400
8101,2576146
8102,1101951
9859,10423659
11284,1500123
11285,2937080
11286,1500123
11287,862719
11288,2937080
11289,862719
7543,604729
321,438093
322,405840
8169,200233
7265,8386876
7921,7783475
9235,831839
9236,831839
9237,831839
10158,510660
10168,481096
8542,724197
8541,10839093
7234,1173175
8444,2998491
9368,1535160
10457,3273600
10458,5251736
11540,3273600
11541,5251736
1162,2390696
5958,309084
5040,1224241
5042,600698
10261,5106602
5336,575933
4336,197097
3414,584571
4466,209895
4467,662962
8433,506629
11200,4072411
6055,1723995
6056,1807559
6057,1906647
6058,2097298
7342,7771552
8789,2350571
8790,1284239
11624,2350571
11625,1284239
10431,13433051
10432,13433051
10433,13433051
10434,13433051
10492,13008959
10493,13008959
7855,974286
7856,2494172
7982,2535831
6865,12281758
4029,5939784
10552,1343843
10553,1343843
10554,959888
10555,3199625
7587,34377547
10238,2990934
3340,5307237
11071,5307237
9746,159917
9747,134384
8284,237860
5234,712876
4181,129934
4182,199957
4184,205933
9714,224565
4784,180437
4785,161314
4786,154450
10130,180437
3490,556351
10374,1147390
8261,371157
8262,371157
8263,605369
8264,605369
9008,729706
1552,239204
1553,302365
1554,522755
1555,592635
2650,306396
2669,2158211
4070,306396
4071,498566
9879,1377439
10521,306396
10522,306396
10523,498566
11074,643701
11075,1488977
11076,1105982
885,376276
1556,469001
1557,686704
11602,11708063
11603,45258360
8949,684016
8950,842589
8951,842589
10416,684016
10417,842589
10418,842589
8255,2586449
8256,4657758
11305,403153
11306,503941
10413,671921
10411,1164664
10412,1164664
9383,1246230
9384,5557502
9385,2166982
9542,1182581
8928,932627
1570,757927
1571,731050
9127,9382061
797,205608
798,262049
796,408528
6513,1254253
7101,2332911
10152,2332911
10275,6221991
6301,487623
6302,487623
6303,487623
7724,360918
11345,360918
11346,487623
11347,487623
11348,487623
5484,516036
5485,516036
6634,5167074
10899,2822069
11057,2822069
5950,4508592
1765,649076
1766,256674
7384,812705
8462,618168
1204,255330
7767,699405
7768,699405
7769,699405
1498,459594
1503,869466
6054,788836
8869,1295464
9839,896343
9841,710893
3698,584571
8650,1039238
9715,205933
9532,397777
11621,59148151
11622,13157756
9659,18355472
10293,9177735
5283,1742229
5284,2931636
7961,7913350
3265,2988706
8914,2283530
10194,1242606
10314,1551690
10315,1432536
10316,1463892
7294,1089018
7296,25170264
9332,618168
4354,401873
8775,2013076
10339,4073187
10682,576508
96,3934771
3115,2874479
8319,6150767
8320,11256652
8321,3874298
7846,2566336
3116,677297
3117,456906
11008,7590728
845,6768561
870,8264592
867,2385320
868,4309703
869,8264592
850,1038790
5848,575998
5849,864009
8423,490503
8854,19709356
9783,615295
11532,575365
3119,370901
1579,178731
3748,162605
3749,210983
5220,842589
7703,290270
9781,237860
7003,1057604
10105,1705336
7534,2687685
7910,1695929
8227,939346
8340,1494353
3996,315803
7835,573821
8252,173356
557,2945703
9182,473033
8394,2276469
10805,2276469
8395,2830132
10804,2830132
8396,3723788
10803,3723788
8418,1196020
7559,1003402
6220,460938
11125,1580359
11126,2031890
5356,1212146
5357,1725494
10703,1996950
10702,1233647
10706,4744660
1580,2178369
1581,2291184
5795,8105883
5797,10803941
6606,1664999
6607,2244834
6608,2693476
4355,520899
5968,714156
7371,689391
8377,1124796
11023,520067
11024,130353
9955,151018
9958,151018
9957,158587
9999,179456
9483,179456
9484,158587
10076,180437
10078,158587
9784,180437
9997,166708
9883,375092
9788,145946
9881,145946
9560,164746
9561,151998
9786,145134
9782,8689985
10092,13501999
9961,1158392
9962,1245742
9963,1019976
9577,12327290
10556,423310
11192,147823
2365,631606
2366,2478046
5806,1333092
5807,665202
5808,2607054
8669,669234
8670,1275307
10264,1275307
10265,669234
7653,3280906
7654,3280906
7655,3280906
9046,6764659
9387,1427161
9734,3192970
10020,36946662
11575,732394
11576,732394
10948,555007
10949,555007
6344,1251693
6345,1927454
9179,1220209
9180,494534
9320,349399
9725,1706680
6862,1114792
7322,212327
10825,13071402
10281,1367323
10282,1367323
7533,2080021
3898,264737
3899,264737
3900,264737
7169,542912
7170,780772
10297,501253
10298,330585
10124,287582
10125,521411
4337,1283690
7228,2742335
1058,1248430
1057,1468820
8407,1468820
4082,1468820
3990,563070
4094,563070
5761,387027
8362,419279
4543,490183
3684,119602
3685,174700
6270,381651
6675,607156
6676,794769
7348,18729193
9766,1408347
